Well Name,API,Route,Company,Status
RAZOR'S EDGE 1H-27,35009219890000,E 314,Presidio,Active
REA #1-15,35009203500000,E 313,Presidio,Active
REA #2-15,35009217430000,E 313,Presidio,Active
REAGAN #1-33,35129223090000,E 306,Presidio,Active
REAGAN #2-33,35129227090000,E 306,Presidio,Active
REAGAN #3-33,35129232680000,E 306,Presidio,Active
REBECCA 1-26,35129230150000,C 215,Presidio,Active
REBECCA 26-13-25 1H,35129240020000,C 215,Presidio,Active
REBEL 5993,42295329330000,N 106,Presidio,Active
RECKLESS 1028 #3 H/M,42295334730000,N 110,Presidio,SI
RECKLESS 1028-1HM,42295337580000,N 110,Presidio,Active
RECKLESS 1028-1V (APO),42295331510000,N 110,Presidio,SI
RECKLESS 1028-2HM,42295341290000,N 110,Presidio,Active
RECKLESS 1028-4HM,42295341470000,N 110,Presidio,Active
RED BIRD HEIRS #1-4,35129222800000,E 306,Presidio,Active
RED MOON 1-13,35129228740000,E 311,Presidio,Active
RED WOLF #2-21,35129228320000,E 311,Presidio,Active
REED #1-2A (REDRILL),42483310250000,C 213,Presidio,Active
REED #3-2,42483313780000,C 213,Presidio,SI
REED #5-2H,42483329070000,C 213,Presidio,Active
REED #6-2H,42483332110000,C 213,Presidio,SI
REISIG 1-21HD,35045230370000,N 111,Presidio,Active
RENNELS #1-35,35039218660000,E 315,Presidio,Active
REYNOLDS 1030-1H,42295339810000,N 110,Presidio,Active
"REYNOLDS, WILEY -A- #2-30",42393308060000,N 105,Presidio,SI
RICHARDSON #1-29,35009211470000,E 313,Presidio,Active
RICHARDSON #1-8H,35009217790000,E 314,Presidio,Active
"RICHARDSON, V W /B/ #2-35",42357315390000,N 101,Presidio,SI
"RICHARDSON, V.W. -G- #3-47",42357322950000,N 101,Presidio,Active
RILEY 6-1HCG,35129239620000,E 305,Presidio,Active
RINGER 496-3H,42357329870000,N 107,Presidio,Active
RIO BRAVO #1 TA,42211200020000,N 113,Presidio,SI
ROARK #9-31,35129230270000,E 310,Presidio,Active
ROBINSON 01-07H,35129235940000,E 309,Presidio,Active
ROBISON 1-22 HB ST-5,35129234890000,C 215,Presidio,Active
ROCK BOTTOM 87-1H,42195319440000,N 101,Presidio,Active
ROCK ISLAND 1-18,35047239060000,N 116,Presidio,Active
ROCKS 446-1H,42295332480000,N 111,Presidio,Active
ROCKS 446-3H,42295334220000,N 111,Presidio,SI
ROCKS 446-4H,42295334790000,N 111,Presidio,SI
ROCKY 485-2H,42357326960000,N 103,Presidio,Active
ROGERS 01-61,42211316120000,C 216,Presidio,SI
ROGERS 4-61,42211337670000,C 216,Presidio,SI
ROMAN 1087-2HM,42357327500000,N 107,Presidio,Active
RON 6-14-24 1H,35129238810000,E 311,Presidio,Active
RONALD 1-1H,35129239330000,E 311,Presidio,Active
RONALD 1-36H,35129238770000,E 311,Presidio,Active
ROSE #2-22H,35009218190000,C 215,Presidio,Active
ROUNDS 1-7HC,35129235660000,E 305,Presidio,Active
ROUNDS 2-7HB,35129236290000,E 305,Presidio,SI
BLASDEL 180 4H,42483338460000,C 208,EQV,SI
ROUNDS 28-16-23 1H,35129239000000,E 304,Presidio,Active
ROUNDS 6-33H,35129238680000,E 304,Presidio,SI
ROUNDS TRUST #1-33,35129228920000,E 304,Presidio,Active
ROUNDS TRUST #2-33,35129231920000,E 304,Presidio,SI
ROWLAN #1-35,35149204460000,E 315,Presidio,Active
ROYSE 1H-29,35009218120000,C 215,Presidio,Active
ROZA #1-17H,35009218460000,E 314,Presidio,Active
RUBY #1-25,35129216510000,E 307,Presidio,Active
RUGER 6-4H,35045226920000,N 114,Presidio,Active
RUSSELL 21-14-24 1H,35129239280000,E 311,Presidio,Active
RUTHER #1-32,35129209480000,E 306,Presidio,Active
RW 0902H,42211347350000,C 207,Presidio,Active
RW 10-09,42211338340000,C 207,Presidio,SI
RW 10-09H,42211342100000,C 207,Presidio,SI
RW 309H,42211348360000,C 207,Presidio,Active
RYAN ELLIOTT 34-12-20 5H,35039224440000,E 315,Presidio,Active
SADIE 857-1H,42295331290000,N 110,Presidio,SI
SAGE WOMAN HEIRS #1-33,35129215220000,E 306,Presidio,Active
SAGE WOMAN HEIRS #2-33,35129227680000,E 306,Presidio,Active
SAGE WOMAN HEIRS #3-33,35129232750000,E 306,Presidio,Active
SAINT 5202,42295329670000,N 111,Presidio,SI
SAINT 520-3C,42295334420000,N 111,Presidio,Active
SALISBURY 1-1,35129208850000,E 308,Presidio,SI
SAM 938-3HM,42357330280000,N 107,Presidio,Active
SAM 938-4HM,42357331520000,N 107,Presidio,Active
SAMPLES 2014,42211324330000,C 201,Presidio,Active
SANDERS #1-17,35039205640000,E 312,Presidio,Active
SANDERS #7-43HC,42211352220000,C 207,Presidio,Active
SANDERS 43 #1,42211323980000,C 207,Presidio,Active
SANDERS 43 #5,42211346240000,C 207,Presidio,Active
SANDERS 43 #6H,42211351760000,C 207,Presidio,Active
SANDERS 74A,42211316270000,C 206,Presidio,Active
SANTA FE 1,42211315570000,N 102,Presidio,Active
SANTA FE 1-5,35047239170000,N 116,Presidio,SI
SANVE 1-15,35129211400001,C 215,Presidio,Active
SASSEEN #1-23H,35149214750000,E 315,Presidio,Active
SASSEEN #1-27,35149209220000,E 315,Presidio,Active
SAYRE RANCH #5-5,35129233230000,C 213,Presidio,Active
SAYRE RANCH #5-6H,35129234340000,C 213,Presidio,Active
SCALES #1-17,35149204690000,E 312,Presidio,Active
SCHOENHALS 388-1H,42357334470000,N 102,Presidio,Active
SCHOU #1-10,35129231630000,E 309,Presidio,Active
SCHOU #1-21,35129207240000,E 309,Presidio,Active
SCHOU #2-3,35129215240000,E 309,Presidio,Active
SCHOU #5-2,35129225860000,E 309,Presidio,Active
SCHOU #6-2,35129233150000,E 309,Presidio,Active
SCHOU #6-3,35129230120000,E 309,Presidio,Active
SCOTT #12-15,35129232800000,E 307,Presidio,Active
SCOTT #3-15,35129224510000,E 307,Presidio,Active
SCOTT #5-15,35129233140000,E 307,Presidio,Active
SCOTT #8-15,35129228170000,E 307,Presidio,Active
SCOTT 15-14-23 1H,35129240230000,E 307,Presidio,Active
SCOUT #1-24 TA,35129232980000,E 308,Presidio,SI
SCREAMING EAGLE #1-16HC,35129236500000,E 311,Presidio,Active
SHAFER #1-31,35045000760000,N 114,Presidio,Active
SHAFER 36-18-25 1H,35129239750000,E 303,Presidio,Active
SHAHAN 3-9H,35045233930000,E 301,Presidio,Active
SHAHAN 9-16-23 4H,35045234190000,E 301,Presidio,SI
"SHAPLEY, F. A. JR. #4-22",42195307450000,N 101,Presidio,Active
"SHARE, C. M. #3-41",42357201970000,N 101,Presidio,SI
SHARON 1H-18,35045231110000,E 300,Presidio,SI
SHARON 2H-18,35045233230000,E 300,Presidio,Active
SHARON 3H-18,35045235790000,E 300,Presidio,Active
SHARPSHOOTER 1H-17,35045236290000,E 301,Presidio,Active
SHAW 13-15-26 1H,35129239630000,C 205,Presidio,Active
SHAW 1H-20,35129240570000,E 308,Presidio,SI
SHEBA 449-1H,42295333500000,N 111,Presidio,SI
SHEBA 4492,42295329880000,N 111,Presidio,SI
SHEBA 449-4H,42295339990000,N 111,Presidio,Active
SHELL FEE 01-17,42211321880000,C 201,Presidio,SI
SHELL FEE 02-17,42211322390000,C 200,Presidio,SI
SHELL FEE 02-51,42211342290000,C 201,Presidio,SI
SHELL FEE 03-17,42211322690000,C 201,Presidio,SI
SHELL FEE 03-45,42211337600000,C 204,Presidio,Active
SHELL FEE 03-51,42211343790000,C 201,Presidio,SI
SHELL FEE 04-17,42211325530000,C 201,Presidio,SI
SHELL FEE 09-57,42211339910000,C 206,Presidio,Active
SHELL FEE 12-45,42211339440000,C 206,Presidio,Active
SHELL FEE 13-01,42211324650000,C 206,Presidio,Active
SHELL FEE 13-03,42211329710000,C 201,Presidio,SI
SHELL FEE 13-1H,42211355070000,C 206,Presidio,Active
SHELL FEE 17-1H,42211354960200,C 200,Presidio,Active
SHELL FEE 19-01,42211322520000,C 201,Presidio,Active
SHELL FEE 19-03,42211324450000,C 201,Presidio,SI
SHELL FEE 19-04,42211336850000,C 201,Presidio,Active
SHELL FEE 45-02,42211323880000,C 206,Presidio,SI
SHELL FEE 45-06,42211340060000,C 204,Presidio,SI
SHELL FEE 45-1H,42211353320000,C 204,Presidio,Active
SHELL FEE 45-2H,42211354190000,C 204,Presidio,Active
SHELL FEE 45-3H,42211354410000,C 204,Presidio,Active
SHELL FEE 53 #3,42211339680000,C 201,Presidio,SI
SHELL FEE 57-01H,42211348170000,C 206,Presidio,Active
SHELL FEE 57-02,42211338980000,C 206,Presidio,Active
SHELL FEE 57-03 BP,42211339450000,C 206,Presidio,SI
SHELL FEE 57-05,42211339900000,C 206,Presidio,SI
SHELL FEE 57-2H,42211348270000,C 206,Presidio,Active
SHELTON #1-35,35149210980000,E 315,Presidio,Active
SHELTON #3-8H,35149215670000,E 315,Presidio,Active
SHEP 448-2H,42295332630000,N 111,Presidio,SI
SHEP 448-4H,42295331790000,N 111,Presidio,Active
SHERILEE 1-18,35045217510000,E 300,Presidio,SI
SHERILEE 2H-18,35045235910000,E 300,Presidio,Active
SHERROD 281-1H,42295337960000,N 112,Presidio,Active
SHERWOOD #1-17,35129227310000,E 305,Presidio,Active
SHERYL T 3-1,42483321100000,C 213,Presidio,Active
BYERS 2305P,42483323100000,C 214,EQV,SI
"BYERS, R N 2302",42483321430000,C 214,EQV,SI
"BYERS, R N 2304",42483321830000,C 214,EQV,SI
"BYERS, R N 2307",42483321850000,C 214,EQV,SI
"BYERS, R N 2308",42483319670000,C 214,EQV,SI
"BYERS, R N 2309",42483322620000,C 214,EQV,SI
"BYERS, R N 2310",42483317770000,C 214,EQV,SI
"BYERS, R N 2314P",42483321180000,C 214,EQV,SI
"BYERS, R N SWD #1",42483320370000,C 214,EQV,SI
"BYERS, R N UNIT 1",42483308600000,C 214,EQV,SI
"BYERS, R N UNIT 1 DNU",42483308600000,C 214,EQV,SI
"BYERS, R N UNIT 2303P",42483320200000,C 214,EQV,SI
"BYERS, R N UNIT 2306P",42483317230000,C 214,EQV,SI
SHERYL T 3-2H,42483331040000,C 213,Presidio,Active
SHIRLEY 17-14-24 1H,35129239410000,E 311,Presidio,Active
SHIRLEY 20-14-24 2H,35129239110000,E 311,Presidio,Active
"HEFLEY, W R 1316",42483320620000,C 214,EQV,SI
SHOOTER 916-1HM,42357333600000,N 107,Presidio,Active
SHOOTER 916-2H,42357328030000,N 107,Presidio,Active
MCALLISTER #2213,42483321990000,C 214,EQV,SI
MCALLISTER 2211P,42483318880000,C 214,EQV,SI
MCALLISTER 2214,42483323120000,C 214,EQV,SI
SHOOTER 916-2HM,42357331170000,N 107,Presidio,Active
RIVES 5011,42483320590000,C 214,EQV,SI
SHOOTER 916-3HM,42357329430000,N 107,Presidio,Active
SHOOTER 916-4HM,42357333670000,N 107,Presidio,Active
SHOTGUN 5982,42295329290000,N 106,Presidio,SI
STANLEY 104 SWD,42483327040000,C 214,EQV,SI
"STREET, E B 1",42483311080000,C 214,EQV,SI
"STREET, E B 1510P",42483319440000,C 214,EQV,SI
"STREET, E B 1511",42483321460000,C 214,EQV,SI
"STREET, E B 1513P",42483318740000,C 214,EQV,SI
"STREET, E B 1516P",42483317240000,C 214,EQV,SI
VELASQUEZ 1614,42483321840000,C 214,EQV,SI
WALKER 0501P,42483318870000,C 214,EQV,SI
WILEY 0616,42483320430000,C 214,EQV,SI
WITHAM 2215,42483321470000,C 214,EQV,SI
SHREWDER TRUST 1H-16,35045234810000,E 300,Presidio,Active
SIMMONS #1-31,35009205050000,E 310,Presidio,Active
"ABRAHAM ""A"" #1026",42211304140000,C 216,EQV,SI
"ABRAHAM ""A"" #1026 #1",42211300870000,C 216,EQV,SI
"ABRAHAM ""A"" #2-26",42211311530000,C 216,EQV,SI
"ABRAHAM ""A"" #3-26",42211318700000,C 216,EQV,SI
ARRINGTON 55 SL #2H,42211350880000,C 216,EQV,SI
ATKINSON 1-43,42211303720000,C 216,EQV,SI
"BROCK ""A"" #6-63 SWD",42211324580000,C 216,EQV,SI
"BROCK ""A"" 7063H",42211351170000,C 216,EQV,SI
SIMMONS #1A-17,35129203040000,E 310,Presidio,Active
SIMMONS #2-30,35009206660000,E 310,Presidio,Active
SIMMONS #2-31,35009207980000,E 310,Presidio,Active
SIMMONS #3-29,35009216110000,E 310,Presidio,Active
SIMMONS #3-30H,35009218730000,E 310,Presidio,Active
DILLMAN #14-1,42211331210000,C 216,EQV,SI
DILLMAN #3,42211342660000,C 216,EQV,SI
DILLMAN #4,42211342860000,C 216,EQV,SI
SIMMONS #4-29H,35009218880000,E 310,Presidio,Active
"ETHEREDGE ""A"" #2-46",42211314510000,C 216,EQV,SI
"FLOWERS ""B"" #3-47L",42211306290000,C 216,EQV,SI
"FLOWERS ""B"" #3-47U",42211306290000,C 216,EQV,SI
"FLOWERS ""B"" #6-47",42211313780000,C 216,EQV,SI
"FLOWERS ""B"" #8-47L",42211324220000,C 216,EQV,SI
"FLOWERS ""B"" #8-47U",42211324220000,C 216,EQV,SI
"FLOWERS ""C"" #2-48",42211311540000,C 216,EQV,SI
"FLOWERS ""C"" #5-48L",42211324320000,C 216,EQV,SI
"FLOWERS ""C"" #5-48U",42211324320000,C 216,EQV,SI
FLOWERS 1-224,42211314920000,C 216,EQV,SI
FLOWERS 13-224,42211332980000,C 216,EQV,SI
FLOWERS 15-226,42211329170000,C 216,EQV,SI
FLOWERS 5-224,42211317230000,C 216,EQV,SI
"GEORGE ""A"" #1-45",42211302500000,C 216,EQV,SI
"GEORGE ""A"" #3-45",42211309590000,C 216,EQV,SI
"GEORGE ""A"" #7-45L",42211324670000,C 216,EQV,SI
"GEORGE ""A"" #7-45U",42211324670000,C 216,EQV,SI
"GEORGE ""B"" #2-28L",42211309140000,C 216,EQV,SI
"GEORGE ""B"" #2-28U",42211309140000,C 216,EQV,SI
"GEORGE ""B"" #3-28L",42211310300000,C 216,EQV,SI
"GEORGE ""B"" #3-28U",42211310300000,C 216,EQV,SI
SIMMONS 01-01,42483324070000,C 214,Presidio,SI
SIMMONS 1-1H,42483339550000,C 214,Presidio,Active
"SIMMONS, J B #1-2",42483325800000,C 214,Presidio,SI
"SIMMONS, JB #2-2H",42483337180000,C 214,Presidio,SI
SIMON #1-3H,35009217820000,E 314,Presidio,Active
"HOLLAND ""A"" #1",42211341140000,C 216,EQV,SI
JACKSON TRUST #1,42211344540000,C 216,EQV,SI
"LOCKE ""A"" #1",42211343230000,C 216,EQV,SI
"LOCKE ""A"" #2",42211345710000,C 216,EQV,SI
"LOCKE ""B"" #1",42211343240000,C 216,EQV,SI
SIMON 3-11-21 2H,35009219180000,E 314,Presidio,Active
SIMON 31-12-20 1H,35039224290000,E 312,Presidio,Active
"SIMPAINE #1-943, 5-943",42295318650000,N 110,Presidio,SI
LOCKE 35 1,42211304730000,C 216,EQV,SI
LOCKE 35 3,42211303690000,C 216,EQV,SI
LOCKE 35 5,42211320140000,C 216,EQV,SI
LOCKE 35 6,42211319930000,C 216,EQV,SI
LOCKE 35 8,42211320080000,C 216,EQV,SI
LOCKE 36 1,42211320120000,C 216,EQV,SI
LOCKE 42 5,42211319840000,C 216,EQV,SI
LOCKE 42 6,42211320000000,C 216,EQV,SI
LOCKE 42 8,42211320230000,C 216,EQV,SI
SINGER STRIP 1,42211328930000,C 205,Presidio,SI
SITES 1H-2215,35009219900000,C 215,Presidio,Active
SKYY 1-33,35129233250000,E 308,Presidio,Active
SLC 4H-9,35129240530000,C 205,Presidio,Active
SLEDGEHAMMER 69-1H,42195319300000,N 101,Presidio,Active
SLEDGEHAMMER 69-2H,42195319390000,N 101,Presidio,Active
"NORRIS ""A"" 3-28",42211318980000,C 216,EQV,SI
SLEDGEHAMMER 69-3H,42195319400000,N 101,Presidio,Active
"ROGERS ""A"" #1",42393313990000,C 216,EQV,SI
SMITH #1-16H,35009217880000,E 314,Presidio,Active
SMITH #1-17,35129224450000,E 305,Presidio,Active
SMITH #1-17H,35009218010000,E 314,Presidio,Active
SMITH #1-31 ST,35009202780000,E 313,Presidio,Active
SMITH #1-32H,35039223930000,E 312,Presidio,SI
SMITH #1-5,35129222040000,E 309,Presidio,Active
SMITH #2-15 (APA),35129209160000,E 305,Presidio,Active
SMITH #2-17H,35009218740000,E 314,Presidio,Active
SMITH #2-31,35009212170000,E 313,Presidio,Active
BROTHERTON 7003P,42211327010000,C 217,EQV,SI
BROTHERTON 7004P,42211333940000,C 217,EQV,SI
BROTHERTON 7006P,42211333220000,C 217,EQV,SI
BROTHERTON 7011P,42211336800000,C 217,EQV,SI
BROTHERTON 7022,42211336980000,C 217,EQV,SI
FRANCIS 5859 EXL #1H,42211355860000,C 217,EQV,SI
FRANCIS 5859 EXL #2H,42211355870000,C 217,EQV,SI
GRAHAM 4601P,42211340590000,C 217,EQV,SI
GRAHAM 4602,42211335460000,C 217,EQV,SI
GRAHAM 4603P,42211339080000,C 217,EQV,SI
GRAHAM 4608P,42211338500000,C 217,EQV,SI
GRAHAM 4609P,42211338710000,C 217,EQV,SI
GRAHAM 4610P,42211339090000,C 217,EQV,SI
GRAHAM 4613H,42211348950000,C 217,EQV,SI
GRAHAM 4615P,42211340150000,C 217,EQV,SI
GRAHAM 4617P,42211340470000,C 217,EQV,SI
GRAHAM 4618P,42211338110000,C 217,EQV,SI
GRAHAM 4625P,42211339560000,C 217,EQV,SI
GRAHAM 4626P,42211339510000,C 217,EQV,SI
GRAHAM 4632P,42211339930000,C 217,EQV,SI
GRAHAM P 4614,42211326630000,C 217,EQV,SI
HOBART RANCH 4,42211302270000,C 217,EQV,SI
HODGES 3101 1-31,42211326320000,C 217,EQV,SI
SMITH #3-15,35129215320000,E 305,Presidio,Active
SMITH #4-15,35129215630000,E 305,Presidio,Active
SMITH 03-38,42211344280000,C 219,Presidio,Active
SMITH 05-38,42211341210000,C 219,Presidio,SI
SMITH 1-8H,35129238230000,C 205,Presidio,Active
SMITH 8-15-26 #2H,35129239530000,C 205,Presidio,Active
SMITH 8-15-26 4H,35129239820000,C 205,Presidio,Active
SMITH A C 41 #1HB,42483308910000,C 213,Presidio,Active
SMITH A C 41 #2HB,42483331370000,C 213,Presidio,Active
SMITH A C 41 #3HA,42483331690000,C 213,Presidio,Active
SMITH A C 41 #4H,42483332950000,C 213,Presidio,Active
MEEK 6701 2-67,42211324950000,C 217,EQV,SI
MEEK 6803P,42211334140000,C 217,EQV,SI
MEEK 6824P,42211333900000,C 217,EQV,SI
MEEK 6828P,42211335920000,C 217,EQV,SI
MEEK 6831P,42211333820000,C 217,EQV,SI
MEEK 6832P,42211340010000,C 217,EQV,SI
MEEK 7001,42211325110000,C 217,EQV,SI
MEEK 7002P,42211331590000,C 217,EQV,SI
MEEK 7007,42211326390000,C 217,EQV,SI
MEEK 7008,42211333000000,C 217,EQV,SI
MEEK 7009P,42211328020000,C 217,EQV,SI
MEEK 7010P,42211330170000,C 217,EQV,SI
MEEK 7023P,42211333470000,C 217,EQV,SI
MEEK 7026P,42211337610000,C 217,EQV,SI
MEEK SL 6834H,42211351550000,C 217,EQV,SI
SMITH A C 41 #5H,42483333240000,C 213,Presidio,SI
SMITH A C 41 #6HC,42483334920000,C 213,Presidio,Active
SMITH RANCH #1-67,42359303920000,N 100,Presidio,SI
SMITH RANCH 69 #1,42359303840000,N 100,Presidio,SI
"SMITH, JOE #1-16",35129215160000,E 305,Presidio,Active
"SMITH, JOE #2-16",35129224220000,E 305,Presidio,Active
"SPARKS, ELMER E. -A- #4-16",42211316910000,N 112,Presidio,Active
SPEARS #2-21H,35149215840000,E 315,Presidio,Active
"SPICER, A. P. #1-6-L",42195012810000,N 101,Presidio,Active
"SPICER, A. P. #3-6",42195000730000,N 101,Presidio,SI
SPORTSMAN G W 49 #2,42211342800000,C 207,Presidio,Active
SPORTSMAN G W 49 #3,42211345730000,C 207,Presidio,Active
SPORTSMAN G W 49 #4,42211345740000,C 207,Presidio,Active
SPORTSMAN G W 49 #6H,42211351190000,C 207,Presidio,Active
"SPORTSMAN, GW #5-49",42211347770000,C 207,Presidio,SI
"SPORTSMAN, GW 49 #8HD",42211351890000,C 207,Presidio,Active
SPRINGER 1-22HA-N,35129235590000,E 308,Presidio,Active
SPROWLS # 1-22A,35129225470000,E 309,Presidio,Active
SPROWLS # 1-27,35129207270000,E 309,Presidio,Active
SPROWLS # 1-33,35129206590000,E 309,Presidio,Active
CARR 1203,42211325080000,C 218,EQV,SI
CARR 1204P,42211332630000,C 218,EQV,SI
CARR 1205P,42211333660000,C 218,EQV,SI
CARR 1206,42211325260000,C 218,EQV,SI
CARR 1207P,42211326680000,C 218,EQV,SI
CARR 1208P,42211327740000,C 218,EQV,SI
CARR 1211,42211326690000,C 218,EQV,SI
CARR 1212P,42211328000000,C 218,EQV,SI
CARR 1213,42211326060000,C 218,EQV,SI
CARR 1214P,42211332060000,C 218,EQV,SI
CARR 1215P,42211327140000,C 218,EQV,SI
CARR 1218P,42211336050000,C 218,EQV,SI
CARR 1219P,42211338080000,C 218,EQV,SI
CARR 1221P,42211340770000,C 218,EQV,SI
CARR 1222P,42211333070000,C 218,EQV,SI
CARR 1223,42211336060000,C 218,EQV,SI
CARR 1224P,42211331160000,C 218,EQV,SI
CARR 1225,42211336070000,C 218,EQV,SI
CARR 1227P,42211339790000,C 218,EQV,SI
CARR 1228P,42211333650000,C 218,EQV,SI
CARR 1230P,42211338130000,C 218,EQV,SI
CARR 13 SWD 1,42211329020000,C 218,EQV,SI
CARR 1312 EXL #2H (FKA 1357 XL #6H),42211356010000,C 218,EQV,SI
CARR 1327P,42211334420000,C 218,EQV,SI
CARR 1409P,42211327110000,C 218,EQV,SI
CARR 1425P,42211336880000,C 218,EQV,SI
CARR-PEARSON 5506,42211328170000,C 218,EQV,SI
DIXON 5554 CXL #5H,42211355580000,C 218,EQV,SI
DIXON 5611P,42211330240000,C 218,EQV,SI
DIXON 5613P,42211330840000,C 218,EQV,SI
DIXON 5614P,42211332600000,C 218,EQV,SI
DIXON 5629P,42211336970000,C 218,EQV,SI
HOLLAND C 5727P,42211335520000,C 218,EQV,SI
KEETON 5601P,42211340610000,C 218,EQV,SI
KEETON 5608P,42211337700000,C 218,EQV,SI
KEETON 5609P,42211337450000,C 218,EQV,SI
KEETON 5615P,42211329990000,C 218,EQV,SI
KEETON 5626P,42211338360000,C 218,EQV,SI
KEETON 5631P,42211332640000,C 218,EQV,SI
MEEK 6816 2-68,42211325220000,C 218,EQV,SI
NOAH 0816H,42211346530000,C 218,EQV,SI
TEAS 4205P,42211338470000,C 218,EQV,SI
TEAS 4206P,42211333810000,C 218,EQV,SI
TEAS 4207P,42211330140000,C 218,EQV,SI
TEAS 4210,42211335020000,C 218,EQV,SI
TEAS 4211P,42211329290000,C 218,EQV,SI
TEAS 4212,42211329730000,C 218,EQV,SI
TEAS 4215P,42211329520000,C 218,EQV,SI
TEAS 4221P,42211337620000,C 218,EQV,SI
TEAS 4222P,42211335160000,C 218,EQV,SI
TEAS 4224P,42211335290000,C 218,EQV,SI
TEAS 4226,42211335950000,C 218,EQV,SI
TEAS 4229P,42211334510000,C 218,EQV,SI
TEAS 4303P,42211327920000,C 218,EQV,SI
TEAS 4304,42211325990000,C 218,EQV,SI
TEAS 4320P,42211334840000,C 218,EQV,SI
BOURASSA A 4312P,42211327040000,C 219,EQV,SI
CARR 5513P,42211327650000,C 219,EQV,SI
CARR 5532A,42211340410000,C 219,EQV,SI
HEFLEY 4103P,42211327460000,C 219,EQV,SI
HEFLEY 4104P,42211328730000,C 219,EQV,SI
HEFLEY 4107P,42211330750000,C 219,EQV,SI
HEFLEY 4108P,42211332610000,C 219,EQV,SI
HEFLEY 4111P,42211326970000,C 219,EQV,SI
HEFLEY 4112,42211326310000,C 219,EQV,SI
HEFLEY 4114P,42211331960000,C 219,EQV,SI
HEFLEY 4117P,42211336910000,C 219,EQV,SI
HEFLEY 4119P,42211334770000,C 219,EQV,SI
HEFLEY 4121P,42211336490000,C 219,EQV,SI
HEFLEY 4123P,42211333050000,C 219,EQV,SI
HEFLEY 4127P,42211335190000,C 219,EQV,SI
HEFLEY 4129P,42211338620000,C 219,EQV,SI
HEFLEY 4130P GRW,42211338630000,C 219,EQV,SI
MEADOWS 4313,42211324510000,C 219,EQV,SI
MEADOWS 4314,42211324960000,C 219,EQV,SI
MEADOWS 4329P,42211330740000,C 219,EQV,SI
SPROWLS # 2-27,35129212440000,E 309,Presidio,Active
TEAS 4209P,42211330830000,C 219,EQV,SI
TEAS 4216,42211328720000,C 219,EQV,SI
TEAS 4301,42211327070000,C 219,EQV,SI
TEAS 4302P,42211329280000,C 219,EQV,SI
TEAS 4307P,42211329150000,C 219,EQV,SI
TEAS 4309,42211326000000,C 219,EQV,SI
TEAS 4310,42211327160000,C 219,EQV,SI
TEAS 4315P,42211327170000,C 219,EQV,SI
TEAS 4316P,42211329510000,C 219,EQV,SI
TEAS 4318P,42211336100000,C 219,EQV,SI
TEAS 4319P,42211334780000,C 219,EQV,SI
TEAS 4324P,42211336120000,C 219,EQV,SI
TEAS 4333P,42211339320000,C 219,EQV,SI
VANDIVER 5423P,42211332100000,C 219,EQV,SI
WILLIS 4401P,42211327280000,C 219,EQV,SI
WILLIS 4402P,42211332380000,C 219,EQV,SI
WILLIS 4403,42211325340000,C 219,EQV,SI
WILLIS 4406P,42211331090000,C 219,EQV,SI
WILLIS 4407P,42211331880000,C 219,EQV,SI
WILLIS 4408P,42211328480000,C 219,EQV,SI
WILLIS 4417P,42211334220000,C 219,EQV,SI
WILLIS 4418P,42211334870000,C 219,EQV,SI
WILLIS 4419P,42211334460000,C 219,EQV,SI
SPROWLS # 2-33,35129214570000,E 309,Presidio,Active
SPROWLS # 2-5,35129214910000,E 309,Presidio,Active
SPROWLS # 3-33,35129215170000,E 309,Presidio,Active
SPROWLS # 4-27,35129223020000,E 309,Presidio,Active
SPROWLS # 4-34,35129220340000,E 309,Presidio,Active
SPROWLS # 5-27,35129229780000,E 309,Presidio,Active
SPROWLS # 5-33,35129218450000,E 309,Presidio,Active
SPROWLS # 6-5,35129228290000,E 309,Presidio,Active
SPROWLS # 7-33,35129224300000,E 309,Presidio,Active
SPROWLS # 8-33,35129225530000,E 309,Presidio,Active
SPROWLS #10-33,35129227820000,E 309,Presidio,Active
SPROWLS #9-33,35129225540000,E 309,Presidio,Active
SPUR 9-1H,42211354880000,C 207,Presidio,Active
SPUR 9-2H,42211355440000,C 207,Presidio,SI
SPUR 9-3H,42211355450000,C 207,Presidio,SI
SPURBURY 1H-14,35129241180000,C 215,Presidio,Active
SPURLIN 1H-36,35129240930000,E 303,Presidio,Active
STABEL #1-1167,42295310720000,N 110,Presidio,SI
STARBUCK #2-5,35045217520000,N 114,Presidio,Active
STARBUCK #5-5,35045224140000,N 114,Presidio,Active
STATE #1-16HC,35129234800000,E 308,Presidio,Active
STATE #1-32,35129203170000,E 309,Presidio,Active
STATE #2-16 (MOOREWOOD),35129216450000,E 305,Presidio,Active
STATE #4-16,35129221900000,E 305,Presidio,Active
STATE 1H-36,35045234670000,N 111,Presidio,Active
"STEELE, EDITH B. -B- #1-50",42195000440000,N 101,Presidio,Active
"STEELE, EDITH B. -B- #3-50",42195008930000,N 101,Presidio,Active
STEELE-COLLARD A 2,42195312670000,N 101,Presidio,SI
STEELE-COLLARD A 3,42195312960000,N 101,Presidio,SI
STEELE-COLLARD A 4,42195312970000,N 101,Presidio,Active
STEELE-COLLARD A 6,42195316740000,N 101,Presidio,SI
STEELE-COLLARD B 1 1C,42195012940000,N 101,Presidio,Active
STEELE-COLLARD B 2 2L,42195308510000,N 101,Presidio,SI
STEELE-COLLARD B 3,42195308500000,N 101,Presidio,Active
