Well Name,API,Route,Company,Status
BRITT RANCH UNIT 3705,42483322760000,C 212,Presidio,Active
BRITT RANCH UNIT 3708,42483322790000,C 212,Presidio,SI
BRITT RANCH UNIT 3709H,42483328160000,C 212,Presidio,SI
BRITT RANCH UNIT 3710SL,42483329240000,C 212,Presidio,Active
BRITT RANCH UNIT 3711H,42483330620000,C 212,Presidio,Active
BRITT RANCH UNIT 3712H,42483331320000,C 212,Presidio,Active
BRITT RANCH UNIT 4405,42483317560000,C 212,Presidio,Active
BRITT RANCH UNIT 4406,42483321640000,C 212,Presidio,Active
BRITT RANCH UNIT 4407,42483322140000,C 212,Presidio,Active
BRITT RANCH UNIT 4408,42483322150000,C 212,Presidio,SI
BRITT RANCH UNIT 4410,42483322100000,C 212,Presidio,Active
BRITT RANCH UNIT 4411,42483322120000,C 212,Presidio,Active
BRITT RANCH UNIT 4412H,42483331290000,C 212,Presidio,Active
BRITT RANCH UNIT 4413H,42483331410000,C 212,Presidio,Active
BRITT RANCH UNIT 4414H,42483331130000,C 212,Presidio,Active
BRITT RANCH UNIT 4415H,42483333020000,C 212,Presidio,Active
BRITT RANCH UNIT 4417H,42483333060000,C 212,Presidio,Active
BRITT RANCH UNIT 4501,42483312660000,C 212,Presidio,Active
BRITT RANCH UNIT 4505,42483317690000,C 212,Presidio,SI
BRITT RANCH UNIT 4508,42483319500000,C 211,Presidio,Active
BRITT RANCH UNIT 4509,42483319700000,C 211,Presidio,SI
BRITT RANCH UNIT 4513,42483321970000,C 212,Presidio,Active
BRITT RANCH UNIT 4514,42483324960000,C 211,Presidio,Active
BRITT RANCH UNIT 4515,42483324720000,C 212,Presidio,SI
BRITT RANCH UNIT 4516,42483324730000,C 212,Presidio,Active
BRITT RANCH UNIT 4517,42483324740000,C 212,Presidio,SI
BRITT RANCH UNIT 4518H,42483332090000,C 212,Presidio,Active
BRITT RANCH UNIT 45-1H,42483339330000,C 211,Presidio,Active
BRITT RANCH UNIT 4520H,42483331970000,C 211,Presidio,Active
BRITT RANCH UNIT 4521H,42483331980000,C 211,Presidio,Active
BRITT RANCH UNIT 4602,42483317890000,C 210,Presidio,Active
BRITT RANCH UNIT 4604,42483318630000,C 210,Presidio,SI
BRITT RANCH UNIT 4606,42483319510000,C 211,Presidio,Active
BRITT RANCH UNIT 4607,42483320260000,C 210,Presidio,Active
BRITT RANCH UNIT 4610,42483321480000,C 210,Presidio,Active
BRITT RANCH UNIT 4611,42483321490000,C 210,Presidio,Active
BRITT RANCH UNIT 4613,42483322260000,C 212,Presidio,Active
BRITT RANCH UNIT 4614,42483324530000,C 210,Presidio,Active
BRITT RANCH UNIT 4615,42483325160000,C 212,Presidio,Active
BRITT RANCH UNIT 4616H,42483332780000,C 210,Presidio,Active
BRITT RANCH UNIT 4617H,42483332420000,C 210,Presidio,Active
BRITT RANCH UNIT 4618H,42483332440000,C 211,Presidio,Active
BRITT RANCH UNIT 505,42483323470001,C 212,Presidio,Active
BRITT RANCH UNIT 506,42483316910000,C 212,Presidio,SI
BRITT RANCH UNIT 508,42483317900000,C 212,Presidio,Active
BRITT RANCH UNIT 509,42483322330000,C 212,Presidio,SI
BRITT RANCH UNIT 510,42483322370000,C 212,Presidio,Active
BRITT RANCH UNIT 511,42483321070000,C 212,Presidio,SI
BRITT RANCH UNIT 602,42483313350001,C 212,Presidio,SI
BRITT RANCH UNIT 603,42483318090000,C 212,Presidio,SI
BRITT RANCH UNIT 604,42483318620000,C 211,Presidio,Active
BRITT RANCH UNIT 605,42483318980000,C 212,Presidio,Active
BRITT RANCH UNIT 606,42483320420000,C 211,Presidio,Active
BRITT RANCH UNIT 607,42483320720000,C 212,Presidio,Active
BRITT RANCH UNIT 608,42483322340001,C 211,Presidio,Active
BRITT RANCH UNIT 609,42483323530001,C 212,Presidio,SI
BRITT RANCH UNIT 610,42483324430000,C 212,Presidio,Active
BRITT RANCH UNIT 611,42483324440000,C 212,Presidio,Active
BRITT RANCH UNIT 613,42483325200000,C 211,Presidio,Active
BRITT RANCH UNIT 614,42483325490000,C 211,Presidio,Active
BRITT RANCH UNIT 615,42483325520000,C 211,Presidio,Active
BROADBENT #1-15H,35129238300000,E 305,Presidio,Active
BROADBENT #1-22H,35129238160000,E 305,Presidio,Active
BROWN #1-5,42483317550000,C 214,Presidio,Active
BROWN #2-27,35129229180000,E 307,Presidio,Active
BROWN #4-59,42483327100000,C 214,Presidio,Active
BROWN #6-59,42483327590000,C 214,Presidio,Active
BROWN #7-59H,42483331480000,C 214,Presidio,Active
BROWN #8-59H,42483332620000,C 214,Presidio,SI
BROWNLEE BROS-COOK 2,42357308800000,N 107,Presidio,Active
BRUCE 1H-9,35129238430000,E 303,Presidio,Active
BRYAN 01-10H,35129237560000,C 215,Presidio,Active
BUCKMINSTER #1-13,42357301220000,N 101,Presidio,SI
BUCKMINSTER #4-13H,42357335050000,N 101,Presidio,Active
BUCKTHAL 01 16,42211322650000,C 201,Presidio,SI
BUCKTHAL 02-16,42211322850000,C 201,Presidio,SI
BUCKTHAL 02-25,42211339120000,C 200,Presidio,Active
BUCKTHAL 04-16,42211323790000,C 201,Presidio,SI
BUCKTHAL 05-16,42211325300000,C 201,Presidio,SI
BUCKTHAL 1025,42211333920000,C 200,Presidio,Active
BUCKTHAL 1602H,42211348630000,C 201,Presidio,Active
BUCKTHAL 16-1H,42211354040000,C 201,Presidio,Active
BUCKTHAL 16-3H,42211354220000,C 201,Presidio,Active
BUCKTHAL 16-4H,42211354770000,C 201,Presidio,Active
BUCKTHAL 21-16,42211341940000,C 201,Presidio,Active
BUDDY 998-1HM,42295333490000,N 110,Presidio,Active
BUDDY 998-3HM,42295335560000,N 110,Presidio,Active
BUDDY 998-5HM,42295337770000,N 110,Presidio,Active
BULL #1-18,35129200070000,E 302,Presidio,Active
BURNS 1H-6,35129239480000,E 311,Presidio,Active
BURNS 1H-7,35129239490000,E 311,Presidio,Active
BURNS FAMILY TRUST 1-3H,35129237800000,E 308,Presidio,SI
BURRELL 4 #2,42483326750000,C 214,Presidio,Active
BURROWS #1-29,35129203920000,E 310,Presidio,Active
BURROWS #2-29,35129217260000,E 310,Presidio,SI
BURROWS #3-29,35129233120000,E 310,Presidio,Active
BURTON #1-106,42211301710000,C 206,Presidio,SI
BURTON 106 #2 C6,42211347420000,C 206,Presidio,Active
BYRD 1042,42483313070000,C 213,Presidio,SI
BYRD 42 #2 C4 H,42483330680000,C 213,Presidio,Active
BYRD 42 #3HC,42483331540000,C 213,Presidio,Active
BYRD 42 #4HA,42483332990000,C 213,Presidio,Active
BYRD 42 #5HD,42483333340000,C 213,Presidio,Active
BYRD 42 #6HC,42483334190000,C 213,Presidio,Active
BYRUM #2-11,42393314520000,C 216,Presidio,SI
BYRUM 1-11,42393301260000,C 216,Presidio,SI
BYRUM-COFFEE 1,42393300920000,C 216,Presidio,SI
C W BARKER 02,42211313320000,C 203,Presidio,SI
CABE TROY 4 (TO),42211318170000,N 113,Presidio,SI
CABE TROY 5 (TO),42211333830000,N 113,Presidio,SI
"CABE, TROY 30 #6HB",42211347160000,N 113,Presidio,Active
CABS FARMS #2-29,35009212960000,E 314,Presidio,Active
CAFFREY 103-1H,42295333440000,N 110,Presidio,SI
CAFFREY 103-2H (APO),42295330850000,N 110,Presidio,SI
CAFFREY 103-3H,42295333450000,N 110,Presidio,Active
CAFFREY 103-4H,42295331860000,N 110,Presidio,SI
CALVERT #1-12HC,35129235300000,E 311,Presidio,Active
CALVERT #1-22H,35129233290000,E 303,Presidio,Active
CALVERT #1-28HC,35129236680000,E 302,Presidio,Active
CALVERT #3-30,35129224600000,E 309,Presidio,Active
CALVERT 2-12HA,35129237120000,E 311,Presidio,Active
CALVERT 2-22H,35129238870000,E 303,Presidio,Active
CALVERT 2-28H,35129238690000,E 302,Presidio,Active
CANADIAN 1H-12,35045235440000,E 301,Presidio,Active
CANADIAN RIVER #1-13HB,35045230540000,E 301,Presidio,Active
CANNON 1H-26,35129240800000,E 303,Presidio,Active
CANTWELL 01-46,42211323340000,C 206,Presidio,Active
CANTWELL 02-46,42211324920000,C 206,Presidio,SI
CANTWELL 03-46,42211337760000,C 206,Presidio,SI
CANTWELL 05-46,42211339300000,C 206,Presidio,Active
CANTWELL 46-1H,42211354950000,C 206,Presidio,Active
CAPROCK CATTLE CO 92 1H,42211353180000,N 102,Presidio,Active
CARLA ANN 182-1H,42211354580100,N 112,Presidio,SI
CARNAHAN #1-23H,35009218170000,C 215,Presidio,Active
CAROLEA 594 #1H,42295339360000,N 106,Presidio,Active
CAROLEA 594 #2H,42295341740000,N 106,Presidio,Active
CAROLEA 594 #3H,42295341800000,N 106,Presidio,Active
CARPENTER #1-12HC,35129236110000,E 308,Presidio,Active
CARR 1-2H,42483329050000,C 208,Presidio,Active
CARREL #1-27,35129203900000,E 307,Presidio,Active
CARREL #2-27,35129212950000,E 307,Presidio,Active
CARRUTH #2-43,42211324620000,C 216,Presidio,SI
CATHERINE 1H-23,35129237730000,E 303,Presidio,Active
CATHERINE 2H-23,35129240040000,E 303,Presidio,Active
CATHERINE 3H-23,35129240370000,E 303,Presidio,Active
CATHERINE 4H-23,35129240430000,E 303,Presidio,SI
"CATTLE, K.C. #1-34",35009203550000,E 313,Presidio,Active
"CATTLE, K.C. #2-3",35009203480000,E 313,Presidio,Active
"CATTLE, K.C. #3-2",35009203520000,E 313,Presidio,Active
"CATTLE, K.C. #4-2",35009208300000,E 313,Presidio,Active
CECILIA PSHIGODA 1H-1,35045235200000,N 111,Presidio,Active
CHALFANT #1-7HD,35129235640000,E 308,Presidio,Active
CHALFANT 11-13-25 1H,35129238940000,E 311,Presidio,Active
CHALFANT 1-14H,35129238780000,E 311,Presidio,Active
CHALFANT 1-23H,35129239040000,C 215,Presidio,Active
CHALFANT 1H-36,35129240590000,E 308,Presidio,Active
CHALFANT 23-13-25 2H,35129240050000,C 215,Presidio,Active
CHANCE 1086-3HM,42295335990000,N 107,Presidio,Active
CHANDLER #4-35,42211322660000,C 210,Presidio,Active
CHANDLER #5,42483315610000,C 210,Presidio,Active
CHANNING 1-21,35129228800000,C 215,Presidio,Active
CHARLES 56-1H,42375318930000,N 100,Presidio,Active
CHARLES D CLARK 1H,42393326560100,N 105,Presidio,Active
CHARLINE PAINE 01,42295307060000,N 110,Presidio,SI
CHARLOTTE 1H-13,35129237060000,E 303,Presidio,Active
CHENETTE #2-9HD,35129237980000,C 205,Presidio,Active
CHENETTE 9-15-26 3H,35129239440000,C 205,Presidio,Active
CHENNAULT 57-1H,42375318690000,N 100,Presidio,Active
CHENNAULT 57-2H,42375318710000,N 100,Presidio,Active
CHENNAULT 57-3H,42375318970000,N 100,Presidio,Active
CHUBBS 996-4HM,42295337830000,N 110,Presidio,Active
CHUCK 1H-14,35045233940000,E 300,Presidio,Active
CHUMBLEY 03-56,42211340880000,C 206,Presidio,Active
CHUMBLEY 12-56,42211344290000,C 206,Presidio,Active
CHURCHILL 1-18H,35129237770000,E 308,Presidio,SI
CITATION 31-1H,42211355120000,C 204,Presidio,Active
CITIZENS NATIONAL BANK G9,42295321570000,N 111,Presidio,SI
CITIZENS NATL BANK TRUSTEE -G- 1,42295805190000,N 111,Presidio,SI
CLARK #1-29,35009211910000,E 314,Presidio,Active
CLARK #1-32,35009202700000,E 314,Presidio,Active
CLARK #3-32,35009213480000,E 313,Presidio,Active
CLARK #4-32,35009214520000,E 313,Presidio,Active
CLARK #5-32,35009216070000,E 313,Presidio,Active
CLARK 01H,42393323860000,N 105,Presidio,Active
CLARK 02H,42393324390000,N 105,Presidio,Active
CLARK 03H,42393325290000,N 105,Presidio,Active
CLARK 1,42393318810000,N 105,Presidio,SI
CLARK 2,42393318820000,N 105,Presidio,Active
CLARK MARTIN 1092H,42393319960000,N 105,Presidio,Active
CLAY #1-25,35129202560000,E 311,Presidio,Active
CLAY #1-30,35129203030000,E 311,Presidio,Active
CLEVELAND #1HC,42211348670000,N 112,Presidio,Active
CLEVELAND #2-87,42211326810000,C 206,Presidio,Active
CLEVELAND #2HD,42211350390000,N 112,Presidio,Active
COBB #2-27,35129221180000,E 307,Presidio,SI
COBB #3-22,35129214130000,E 307,Presidio,Active
COBB #3-27,35129232160000,E 307,Presidio,Active
COBB #4-27,35129233260000,E 307,Presidio,Active
COBB #5-22,35129220510000,E 307,Presidio,Active
COBB #7-22,35129232690000,E 307,Presidio,Active
COBB #8-22,35129233710000,E 307,Presidio,Active
COCKRELL #1-14HC,35129236190000,C 215,Presidio,Active
CODE BREAKER 848-1H,42357336350000,N 107,Presidio,Active
CODY DON 1H-25,35129240470000,E 303,Presidio,Active
COFFEE ESTATE #2,42393306070000,C 216,Presidio,SI
"HEFLEY, W R GU 1-13",42483306110000,C 214,EQV,Active
COFFEY 1-30,35129211420001,C 215,Presidio,Active
"COGBURN, MAYE #2-7",35129226620000,E 311,Presidio,Active
MCALLISTER 2212,42483322810000,C 214,EQV,Active
MCALLISTER NORTH 2204,42483321820000,C 214,EQV,Active
MCALLISTER NORTH 2206,42483323220000,C 214,EQV,Active
COLLETTE 1029-1HM,42295341630000,N 110,Presidio,Active
COLLETTE 1029-2HM,42295341660000,N 110,Presidio,Active
COLLETTE 1029-4HM,42295335090000,N 110,Presidio,Active
COLLINS #2-16,42483326300000,C 208,Presidio,Active
COLLINS 1H-26,35129240300000,C 205,Presidio,Active
COLTHARP #1-58 (REENTRY),42483312690000,C 214,Presidio,Active
CONATSER USA 160 #1,42211301240000,N 113,Presidio,Active
CONTOUR 2-7HD,35045232170000,E 301,Presidio,Active
COOK 01A,42211300810000,C 204,Presidio,SI
STANLEY 105H,42483332220000,C 214,EQV,Active
COOK 665-1H,42357336730000,N 107,Presidio,Active
COOPER #1-21,35009215650000,E 314,Presidio,Active
COOPRIDER #1-15HB,35129236470000,C 215,Presidio,Active
CORKY 913-1HM,42357329060000,N 107,Presidio,SI
CORKY 913-2HM,42357332710000,N 107,Presidio,Active
CORKY 913-3HM,42357330600000,N 107,Presidio,Active
COTTON #2-21,35129229680000,E 306,Presidio,Active
COTTON #3-21,35129231290000,E 306,Presidio,Active
WITHAM 2210,42483323980000,C 214,EQV,Active
COTTON #5-21,35129232850000,E 306,Presidio,Active
COTTON #6-21,35129232640000,E 306,Presidio,Active
COTTONWOOD #1-12HB,35045230530000,E 301,Presidio,Active
COULSON #1-26,35039221370000,E 312,Presidio,Active
COURSON-PARNELL #2-474,42357325310000,N 107,Presidio,SI
COURSON-PARNELL #3-474,42357325600000,N 107,Presidio,SI
COURSON-PARNELL #4-474,42357326110000,N 107,Presidio,Active
COURTNEY 01-31H,42211348010000,C 204,Presidio,Active
COURTNEY 02-31,42211339820000,C 204,Presidio,Active
COURTNEY 04-31,42211345220000,C 204,Presidio,Active
COURTNEY 09-31,42211345820000,C 204,Presidio,Active
COURTNEY 11-31,42211345890000,C 204,Presidio,Active
CR #1-17HA,35045230030000,E 301,Presidio,Active
CR #2-17H,35045232550000,E 301,Presidio,Active
CRANE #7-16,35129230000000,E 306,Presidio,Active
CRICKET 439-3H,42295332660000,N 111,Presidio,SI
CRIPPLE BEAR 2H-30,35045236020000,E 300,Presidio,Active
CRIPPLE BEAR 4H-30,35045236170000,E 300,Presidio,Active
CROSS 5-16-24 #1H,35045235270000,E 300,Presidio,Active
"CROSS, DEAN #5-32",35129227560000,E 309,Presidio,Active
CROWN #1-30HC,35129233610000,E 303,Presidio,Active
CROWNOVER 02-18,42211342780000,C 200,Presidio,Active
CROWNOVER 03-18,42211345280000,C 200,Presidio,Active
CRUM 1158,42295332340000,N 110,Presidio,SI
CRUSON #1-13,35039209330000,E 312,Presidio,Active
CURRIER #1-18H,35129234280000,E 304,Presidio,SI
CURRIER #1-5HD,35129235010000,E 304,Presidio,Active
CURRIER 19-16-22 2H,35129239550000,E 304,Presidio,Active
CURRIER 2-18H,35129239580000,E 304,Presidio,Active
CURRIER 3-18H,35129238890000,E 304,Presidio,Active
CURTIS 34 B2 1-34 DIR,42211347570000,C 207,Presidio,Active
CUSTER #6-26,35039217520000,E 312,Presidio,Active
CUSTER #7-26,35039220430000,E 312,Presidio,Active
CUSTER #8-26,35039220960000,E 312,Presidio,Active
"CUTTER, ETHEL K /A/ #1-920",42357800030000,N 101,Presidio,SI
"CUTTER, ETHEL K /A/ #3-920",42357312390000,N 101,Presidio,SI
D BRITT 04-03H,42483328240000,C 211,Presidio,Active
D BRITT 04-04H,42483328180000,C 212,Presidio,Active
D BRITT 04-05H,42483328540000,C 211,Presidio,SI
D BRITT 04-06H,42483328760000,C 211,Presidio,Active
"ABRAHAM ""A"" #4-26",42211319430000,C 216,EQV,Active
ARRINGTON 55 #1H,42211350870000,C 216,EQV,Active
ATKINSON 2-43,42211321170000,C 216,EQV,Active
"BROCK ""A"" 8063H",42211351180000,C 216,EQV,Active
CAMPBELL 39 #2H,42211353150000,C 216,EQV,Active
CAMPBELL 39 SL #3H,42211353190000,C 216,EQV,Active
DILLMAN #14-2,42211333150000,C 216,EQV,Active
"ETHEREDGE ""A"" 46 #4H",42211350970000,C 216,EQV,Active
"ETHEREDGE ""A"" 46 SL #5H",42211351020000,C 216,EQV,Active
ETHEREDGE A 7046L,42211304980000,C 216,EQV,Active
ETHEREDGE A 7046U,42211304980000,C 216,EQV,Active
ETHEREDGE A 8046,42211311310000,C 216,EQV,Active
ETHEREDGE A 9046L,42211307280000,C 216,EQV,Active
ETHEREDGE A 9046U,42211307280000,C 216,EQV,Active
"FLOWERS ""B"" #1-47",42211303440000,C 216,EQV,Active
"FLOWERS ""B"" #4-47",42211307290000,C 216,EQV,Active
"FLOWERS ""C"" #1-48C",42211303680000,C 216,EQV,Active
"FLOWERS ""C"" #1-48T",42211303680000,C 216,EQV,Active
FLOWERS 10-226,42211320280000,C 216,EQV,Active
FLOWERS 11-224,42211327190000,C 216,EQV,Active
FLOWERS 12-224,42211329000000,C 216,EQV,Active
FLOWERS 8-226,42211317700000,C 216,EQV,Active
"GEORGE ""A"" #4-45",42211310170000,C 216,EQV,Active
"GEORGE ""A"" 1045H",42211353730000,C 216,EQV,Active
"GEORGE ""A"" 45 #8H",42211350630000,C 216,EQV,Active
"GEORGE ""A"" 45 SL #9H",42211350720000,C 216,EQV,Active
"GEORGE ""B"" #1-28L",42211302780000,C 216,EQV,Active
"GEORGE ""B"" #1-28U",42211302780000,C 216,EQV,Active
"GEORGE ""B"" #4-28",42211311790000,C 216,EQV,Active
"GEORGE ""B"" #5-28",42211318860000,C 216,EQV,Active
D BRITT 04-07H,42483333090000,C 211,Presidio,Active
D BRITT 04-08H,42483333100000,C 211,Presidio,Active
LOCKE 35 4,42211319920000,C 216,EQV,Active
LOCKE 35 7,42211319970000,C 216,EQV,Active
LOCKE 42 4,42211318550000,C 216,EQV,Active
D BRITT 4-2H,42483339450000,C 211,Presidio,Active
"NORRIS ""A"" 1-28",42211304390000,C 216,EQV,Active
"NORRIS ""A"" 2-28",42211313840000,C 216,EQV,Active
D&M #1-19,35039221800000,E 312,Presidio,Active
CARR 14 #1433H,42211352860000,C 217,EQV,Active
CARR 14 SL #1434H,42211352880000,C 217,EQV,Active
CARR 14 SL #1435H,42211352890000,C 217,EQV,Active
CARR 1415A,42211337650000,C 217,EQV,Active
CARR 1422P,42211336890000,C 217,EQV,Active
FRANCIS 5713 EXL #3H,42211356190000,C 217,EQV,Active
FRANCIS 5713 WXL #1H,42211356060000,C 217,EQV,Active
FRANCIS 5713 WXL #2H,42211356160000,C 217,EQV,Active
FRANCIS 5859 EXL #5H,42211356410000,C 217,EQV,Active
FRANCIS 5859 WXL #3H,42211355940000,C 217,EQV,Active
FRANCIS 5859 WXL #4H,42211356400000,C 217,EQV,Active
D&M #2-19,35039222220000,E 312,Presidio,Active
D&M #3-19,35039223270000,E 312,Presidio,Active
D&M #4-19,35039222930000,E 312,Presidio,Active
MEEK 68 #6836H,42211353310000,C 217,EQV,Active
MEEK 6805P,42211328650000,C 217,EQV,Active
MEEK 6806P,42211334250000,C 217,EQV,Active
MEEK 6807P,42211331350000,C 217,EQV,Active
MEEK 6809P,42211332540000,C 217,EQV,Active
MEEK 6814 XL #1H,42211356020000,C 217,EQV,Active
MEEK 6814 XL #2H,42211356040000,C 217,EQV,Active
MEEK 6814 XL #3H,42211356030000,C 217,EQV,Active
MEEK 6814P,42211328970000,C 217,EQV,Active
MEEK 6821P,42211336040000,C 217,EQV,Active
MEEK 6822P,42211335530000,C 217,EQV,Active
MEEK 6823P,42211338090000,C 217,EQV,Active
MEEK 6826,42211335930000,C 217,EQV,Active
MEEK 6833H,42211351540000,C 217,EQV,Active
MEEK 7024P,42211336500000,C 217,EQV,Active
MEEK SL #6837H,42211353360000,C 217,EQV,Active
MEEK SL #6838H,42211353370000,C 217,EQV,Active
MEEK SL 6835H,42211352350000,C 217,EQV,Active
DADDY BOB #1-16,35129231510000,E 306,Presidio,Active
DALE #1-19,35129229710000,E 311,Presidio,Active
DALLAS 1032-1HM,42295336900000,N 110,Presidio,SI
DALLAS 1032-2HM,42295338600000,N 110,Presidio,Active
DAN 590-1HM,42295338340000,N 106,Presidio,Active
DANIELS /E/ #1T,42357312740000,N 103,Presidio,SI
CARR 1209P,42211329720000,C 218,EQV,Active
CARR 1210P,42211329010000,C 218,EQV,Active
CARR 1216P,42211328310000,C 218,EQV,Active
CARR 1302P,42211326980000,C 218,EQV,Active
CARR 1306H,42211344990000,C 218,EQV,Active
CARR 1307,42211326910000,C 218,EQV,Active
CARR 1312 EXL #1H (FKA 1357 XL #5H),42211355990000,C 218,EQV,Active
CARR 1312 WXL #3H,42211356000000,C 218,EQV,Active
CARR 1312P,42211328700000,C 218,EQV,Active
CARR 1323P,42211334880000,C 218,EQV,Active
CARR 1331P,42211334440000,C 218,EQV,Active
CARR 1357 EXL #1H,42211355660000,C 218,EQV,Active
CARR 1357 EXL #2H,42211355670000,C 218,EQV,Active
CARR 1357 WXL #4H,42211355880000,C 218,EQV,Active
CARR 1357 WXL #5H,42211355880000,C 218,EQV,Active
CARR-MUSE 5504P,42211328010000,C 218,EQV,Active
CARR-MUSE 5520P,42211335670000,C 218,EQV,Active
DIXON #5633H,42211351850000,C 218,EQV,Active
DIXON 5554 CXL #4H,42211355530000,C 218,EQV,Active
DIXON 5554 CXL #6H,42211355770000,C 218,EQV,Active
DIXON 5554 XL #1H,42211355270000,C 218,EQV,Active
DIXON 5554 XL #3H,42211355500000,C 218,EQV,Active
DIXON 5630P,42211337030000,C 218,EQV,Active
DIXON SL #5634H,42211351940000,C 218,EQV,Active
DIXON SL #5635H,42211351910000,C 218,EQV,Active
HOLLAND 5710P,42211327420000,C 218,EQV,Active
HOLLAND 5720P,42211334200000,C 218,EQV,Active
HOLLAND 5722P,42211332810000,C 218,EQV,Active
HOLLAND 5724P,42211335970000,C 218,EQV,Active
HOLLAND C 5706P,42211332620000,C 218,EQV,Active
HOLLAND C 5713,42211327830000,C 218,EQV,Active
HOLLAND C 5716P,42211327430000,C 218,EQV,Active
HOLLAND C 5718P,42211338280000,C 218,EQV,Active
HOLLAND C 5721P,42211338640000,C 218,EQV,Active
HOLLAND C 5730P,42211335420000,C 218,EQV,Active
HOLLAND C 5731P,42211335960000,C 218,EQV,Active
KEETON 5607P,42211330410000,C 218,EQV,Active
KEETON 5610P,42211333950000,C 218,EQV,Active
KEETON 5616P,42211330230000,C 218,EQV,Active
KEETON 5624P,42211339460000,C 218,EQV,Active
KEETON 5625P,42211334890000,C 218,EQV,Active
KEETON 5632P,42211335480000,C 218,EQV,Active
PEARSON 5501P,42211328490000,C 218,EQV,Active
TEAS 4230P,42211335450000,C 218,EQV,Active
CARR 5509P,42211327770000,C 219,EQV,Active
CARR 5510P,42211327620000,C 219,EQV,Active
CARR 5516P,42211327750000,C 219,EQV,Active
FILLINGIM 4002P,42211337660000,C 219,EQV,Active
FILLINGIM 4003P,42211330250000,C 219,EQV,Active
FILLINGIM 4005P,42211330200000,C 219,EQV,Active
FILLINGIM 4019P,42211336580000,C 219,EQV,Active
DANIELS 138 #3H,42357331540000,N 103,Presidio,SI
HEFLEY 4101P,42211330190000,C 219,EQV,Active
HEFLEY 4102P,42211329970000,C 219,EQV,Active
HEFLEY 4105P,42211332500000,C 219,EQV,Active
HEFLEY 4113P,42211333300000,C 219,EQV,Active
HEFLEY 4118P,42211336830000,C 219,EQV,Active
HEFLEY 4120P,42211336510000,C 219,EQV,Active
HEFLEY 4124P,42211336920000,C 219,EQV,Active
HEFLEY 4128P,42211334900000,C 219,EQV,Active
MEEK 5453 CXL #1H,42211356080000,C 219,EQV,Active
MEEK 5453 CXL #2H,42211356090000,C 219,EQV,Active
PRATER 33 #2H,42211351030000,C 219,EQV,Active
PRATER 33 SL #3H,42211351040000,C 219,EQV,Active
PRATER 33 SL #4H,42211352770000,C 219,EQV,Active
PRATER 33 SL #5H,42211352780000,C 219,EQV,Active
PRATER 33 SL #6H,42211352790000,C 219,EQV,Active
DANIELS -E- 138 #2H,42357330260000,N 103,Presidio,SI
TEAS 4316A,42211338370000,C 219,EQV,Active
TEAS 4323P,42211335940000,C 219,EQV,Active
TEAS 4326P,42211334760000,C 219,EQV,Active
TEAS 4331,42211335600000,C 219,EQV,Active
VANDIVER 5408P,42211331100000,C 219,EQV,Active
VANDIVER 5421P,42211328370000,C 219,EQV,Active
VANDIVER 5422P,42211337270000,C 219,EQV,Active
VANDIVER 5424P,42211333690000,C 219,EQV,Active
WILLIS 4421P,42211333750000,C 219,EQV,Active
WILLIS 4422P,42211335230000,C 219,EQV,Active
WILLIS 4423P,42211335000000,C 219,EQV,Active
WILLIS 4424P,42211333760000,C 219,EQV,Active
DANIELS -E- 138 #4H,42357332840000,N 103,Presidio,Active
DANIELS -E- 138 #5H,42357333110000,N 103,Presidio,Active
DANNY 3-2H,35045233830000,E 301,Presidio,Active
DANNY 3-2HT,35045233810000,E 301,Presidio,Active
DANNY 3-3V,35045229970000,E 301,Presidio,Active
DANNY 3-4H,35045234650000,E 301,Presidio,SI
DANNY 3H-3,35045231540000,E 301,Presidio,SI
DARLA 28-14-24 1H,35129239600000,E 311,Presidio,Active
DAUGHERTY #1-11,35009204150000,E 313,Presidio,Active
DAUGHERTY #2-11,35009206250000,E 313,Presidio,Active
DAUGHTRY 105-1,42211347410000,C 206,Presidio,Active
DAUGHTRY 107-1H,42211355180000,C 206,Presidio,Active
DAUGHTRY 134-1,42211347550000,C 206,Presidio,Active
DAUGHTRY 98-1,42211347400000,C 206,Presidio,SI
DAVID CROCKETT 4-13 UNIT 1H,42211355470000,N 102,Presidio,Active
DAVID CROCKETT 4-13 UNIT 2M,42211355480000,N 102,Presidio,SI
DAVIDSON 01,42211304410001,C 206,Presidio,Active
DAVIS #1-17,35129201050000,E 302,Presidio,Active
DAVIS #1-20 (APA),35009213870000,C 214,Presidio,Active
DAVIS 02-53,42483326070000,C 214,Presidio,Active
DAVIS 04-43,42483325940000,C 214,Presidio,Active
DAVIS 05-53H,42483332790000,C 214,Presidio,SI
DAVIS 06-53H,42483336750000,C 214,Presidio,Active
DAVIS 10-43,42483325970000,C 214,Presidio,Active
DAVIS 1053H,42483330250000,C 214,Presidio,Active
DAVIS 2043H,42483331090000,C 214,Presidio,Active
DAVIS 2-7HC,35129238220000,C 213,Presidio,Active
DAVIS 3043H,42483338340000,C 214,Presidio,SI
DAVIS 4053H,42483331160000,C 214,Presidio,Active
DAVIS 7053H,42483338850000,C 214,Presidio,SI
DAVIS 7-12-26 #3H,35129238910000,C 213,Presidio,Active
DEAL #1-14,35129204840000,E 314,Presidio,Active
DEAL #1-30,35039222020000,E 312,Presidio,Active
DEAL #1-8H,35009218350000,E 314,Presidio,Active
DEAL #2-30,35039222400000,E 312,Presidio,Active
